PaperID,Title,Authors,Year,Venue
53e9bdd4b7602d9704a824d4,Supply Chain Infrastructures: System Integration and Information Sharing.,"['Michael O. Ball', 'Meng Ma', 'Louiqa Raschid', 'Zhengying Zhao']",2002,SIGMOD Record
53e9bb36b7602d9704775b6e,Provision of Market Services for eCo Compliant Electronic Market Places.,"['Sena Nural Arpinar', 'Asuman Dogac']",2000,SIGMOD Record
53e9bd87b7602d9704a2b576,Mining Email Content for Author Identification Forensics.,"['Olivier Y. de Vel', 'Alison Anderson', 'Malcolm Corney', 'George M. Mohay']",2001,SIGMOD Record
53e99a26b7602d970227e9da,A Study on the Management of Semantic Transaction for Efficient Data Retrieval.,"['Shi-Ming Huang', 'Irene S. Y. Kwan', 'Chih-He Li']",2002,SIGMOD Record
53e9a317b7602d9702c2285c,Why I Like Working in Academia.,['Richard T. Snodgrass'],2002,SIGMOD Record
53e9a99cb7602d97032f9c21,Integration of Biological Sources: Current Systems and Challenges Ahead.,"['Thomas Hernandez', 'Subbarao Kambhampati']",2004,SIGMOD Record
53e9b79fb7602d97043462ac,Report on the 2004 SIGMOD Conference.,"['Gerhard Weikum', 'Patrick Valduriez']",2004,SIGMOD Record
53e99858b7602d97020934a5,Editor's Notes.,['Ling Liu'],2002,SIGMOD Record
53e99800b7602d970200b603,A Multi-paradigm Querying Approach for a Generic Multimedia Database Management System.,"['Ji-Rong Wen', 'Qing Li', 'Wei-Ying Ma', 'HongJiang Zhang']",2003,SIGMOD Record
53e9af53b7602d9703995a78,Chair's Message.,['Richard T. Snodgrass'],1997,SIGMOD Record
53e9acd3b7602d97036b0e63,High-Concurrency Locking in R-Trees.,"['Marcel Kornacker', 'Douglas Banks']",1995,VLDB
56d81470dabfae2eee67f0ec,Dynamic Load Balancing in Hierarchical Parallel Database Systems.,"['Luc Bouganim', 'Daniela Florescu', 'Patrick Valduriez']",1996,VLDB
56d81470dabfae2eee67f063,Distributed Hypertext Resource Discovery Through Examples.,"['Soumen Chakrabarti', 'Martin van den Berg', 'Byron Dom']",1999,VLDB
53e9a894b7602d97031e0be9,"AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments.","['Alberto Lerner', 'Dennis Shasha']",2003,VLDB
53e9b833b7602d97043f2d87,Statistical synopses for graph-structured XML databases.,"['Neoklis Polyzotis', 'Minos N. Garofalakis']",2002,SIGMOD Conference
53e9ac48b7602d9703618d3a,Maintenance of Automatic Summary Tables.,"['Wolfgang Lehner', 'Richard Sidle', 'Hamid Pirahesh', 'Roberta Cochrane']",2000,SIGMOD Conference
53e99b43b7602d97023e6076,Web caching for database applications with Oracle Web Cache.,"['Jesse Anton', 'Lawrence Jacobs', 'Xiang Liu', 'Jordan Parker', 'Zheng Zeng', 'Tie Zhong']",2002,SIGMOD Conference
53e9bd1eb7602d97049a97eb,The Data That You Won't Find in Databases: Tutorial panel on data exchange formats.,"['Peter Buneman', 'David Maier']",1995,SIGMOD Conference
53e9b5a2b7602d97040ea267,Enhanced Hypertext Categorization Using Hyperlinks.,"['Soumen Chakrabarti', 'Byron Dom', 'Piotr Indyk']",1998,SIGMOD Conference
53e9ab69b7602d9703509a85,D(k)-Index: An Adaptive Structural Summary for Graph-Structured Data.,"['Chen Qun', 'Andrew Lim', 'Kian Win Ong']",2003,SIGMOD Conference
53e9a6fdb7602d970303397a,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel).",['Praveen Seshadri'],1999,SIGMOD Conference
53e9adf0b7602d97037fc5b9,"Gangam - A Solution to Support Multiple Data Models, their Mappings and Maintenance.","['Kajal T. Claypool', 'Elke A. Rundensteiner', 'Xin Zhang 0002', 'Hong Su', 'Harumi A. Kuno', 'Wang-Chien Lee', 'Gail Mitchell']",2001,SIGMOD Conference
53e9a515b7602d9702e37b26,Extracting Structured Data from Web Pages.,"['Arvind Arasu', 'Hector Garcia-Molina']",2003,SIGMOD Conference
53e99f11b7602d97027deea2,Holistic UDAFs at streaming speeds.,"['Graham Cormode', 'Theodore Johnson', 'Flip Korn', 'S. Muthukrishnan', 'Oliver Spatscheck', 'Divesh Srivastava']",2004,SIGMOD Conference
53e9afa0b7602d97039eed85,Support for Relaxed Currency and Consistency Constraints in MTCache.,"['Hongfei Guo', 'Per-Åke Larson', 'Raghu Ramakrishnan', 'Jonathan Goldstein']",2004,SIGMOD Conference
53e997a2b7602d9701f74176,SoundCompass: A Practical Query-by-Humming System.,"['Naoko Kosugi', 'Yasushi Sakurai', 'Masashi Morimoto']",2004,SIGMOD Conference
53e99ee6b7602d97027b430d,BLAS: An Efficient XPath Processing System.,"['Yi Chen 0001', 'Susan B. Davidson', 'Yifeng Zheng']",2004,SIGMOD Conference
53e9b0e6b7602d9703b610a5,Compressing Historical Information in Sensor Networks.,"['Antonios Deligiannakis', 'Yannis Kotidis', 'Nick Roussopoulos']",2004,SIGMOD Conference
53e9a1f3b7602d9702af3bc0,Lazy Query Evaluation for Active XML.,"['Serge Abiteboul', 'Omar Benjelloun', 'Bogdan Cautis', 'Ioana Manolescu', 'Tova Milo', 'Nicoleta Preda']",2004,SIGMOD Conference
53e9b3a4b7602d9703e88437,Dynamic XML documents with distribution and replication.,"['Serge Abiteboul', 'Angela Bonifati', 'Gregory Cobena', 'Ioana Manolescu', 'Tova Milo']",2003,SIGMOD Conference
53e9a51db7602d9702e43575,A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding.,"['David DeHaan', 'David Toman', 'Mariano P. Consens', 'M. Tamer Özsu']",2003,SIGMOD Conference
53e9aabdb7602d9703438a6b,Query Optimization at the Crossroads (Panel).,['Surajit Chaudhuri'],1997,SIGMOD Conference
53e9b550b7602d9704086a53,ToXgene: a template-based data generator for XML.,"['Denilson Barbosa', 'Alberto O. Mendelzon', 'John Keenleyside', 'Kelly A. Lyons']",2002,SIGMOD Conference
53e99e30b7602d97026f0993,"Database tuning: principles, experiments, and troubleshooting techniques (part I).","['Dennis Shasha', 'Philippe Bonnet']",2002,SIGMOD Conference
53e9be4ab7602d9704b05415,Oracle RAC: Architecture and Performance.,['Angelo Pruscino'],2003,SIGMOD Conference
53e9a0c2b7602d97029a94d6,Online Query Processing.,"['Peter J. Haas', 'Joseph M. Hellerstein']",2001,SIGMOD Conference
53e9a19bb7602d9702a91318,"Developing a High Traffic, Read-Only Web Site.","['John Nauman', 'Ray Suorsa']",1998,SIGMOD Conference
53e99960b7602d97021a16ec,FlowBack: Providing Backward Recovery for Workflow Systems.,"['Bartek Kiepuszewski', 'Ralf Mühlberger', 'Maria E. Orlowska']",1998,SIGMOD Conference
53e99d5db7602d9702619408,Tools for Design of Composite Web Services.,"['Richard Hull', 'Jianwen Su']",2004,SIGMOD Conference
53e9a210b7602d9702b14ecf,Storing and querying ordered XML using a relational database system.,"['Igor Tatarinov', 'Stratis Viglas', 'Kevin S. Beyer', 'Jayavel Shanmugasundaram', 'Eugene J. Shekita', 'Chun Zhang']",2002,SIGMOD Conference
53e9ace8b7602d97036c3af1,IrisNet: Internet-scale Resource-Intensive Sensor Services.,"['Amol Deshpande', 'Suman Nath', 'Phillip B. Gibbons', 'Srinivasan Seshan']",2003,SIGMOD Conference
53e9a4cfb7602d9702df2b36,Estimating Progress of Long Running SQL Queries.,"['Surajit Chaudhuri', 'Vivek R. Narasayya', 'Ravishankar Ramamurthy']",2004,SIGMOD Conference
53e9a396b7602d9702ca32d4,SINA: Scalable Incremental Processing of Continuous Queries in Spatio-temporal Databases.,"['Mohamed F. Mokbel', 'Xiaopeng Xiong', 'Walid G. Aref']",2004,SIGMOD Conference
53e99cc9b7602d970257be45,Querying Structured Text in an XML Database.,"['Shurug Al-Khalifa', 'Cong Yu', 'H. V. Jagadish']",2003,SIGMOD Conference
53e9b66cb7602d97041d4fef,A Database Approach to Quality of Service Specification in Video Databases.,"['Elisa Bertino', 'Ahmed K. Elmagarmid', 'Mohand-Said Hacid']",2003,SIGMOD Record
53e9ab89b7602d9703533973,An Ultra Highly Available DBMS.,"['Svein-Olaf Hvasshovd', 'Svein Erik Bratsberg', 'Øystein Torbjørnsen']",2000,VLDB
53e999ffb7602d9702249c8d,Cache Coherency in Oracle Parallel Server.,['Boris Klots'],1996,VLDB
53e9b9b4b7602d97045a4c18,Resource Scheduling for Composite Multimedia Objects.,"['Minos N. Garofalakis', 'Yannis E. Ioannidis', 'Banu Özden']",1998,VLDB
53e9b66cb7602d97041d4f8c,Using Versions in Update Transactions: Application to Integrity Checking.,"['François Llirbat', 'Eric Simon', 'Dimitri Tombroff']",1997,VLDB
53e9bb8cb7602d97047d0475,Incremental Organization for Data Recording and Warehousing.,"['H. V. Jagadish', 'P. P. S. Narayan', 'S. Seshadri', 'S. Sudarshan 0001', 'Rama Kanneganti']",1997,VLDB
53e99c1ab7602d97024c9341,Integrating Information for On Demand Computing.,['Nelson Mendonça Mattos'],2003,VLDB
53e9af5ab7602d970399c7cd,GPX: Interactive Mining of Gene Expression Data.,"['Daxin Jiang', 'Jian Pei', 'Aidong Zhang']",2004,VLDB
53e9b783b7602d9704329161,Privacy-Enhanced Data Management for Next-Generation e-Commerce.,"['Chris Clifton', 'Irini Fundulaki', 'Richard Hull', 'Bharat Kumar', 'Daniel F. Lieuwen', 'Arnaud Sahuguet']",2003,VLDB
53e9b802b7602d97043b82e0,Reverse kNN Search in Arbitrary Dimensionality.,"['Yufei Tao', 'Dimitris Papadias', 'Xiang Lian']",2004,VLDB
53e99dabb7602d970266c18e,Chip-Secured Data Access: Reconciling Access Rights with Data Encryption.,"['Luc Bouganim', 'François Dang Ngoc', 'Philippe Pucheral', 'Lilan Wu']",2003,VLDB
5550479a45ce0a409eb6849c,Modeling Skewed Distribution Using Multifractals and the `80-20' Law.,"['Christos Faloutsos', 'Yossi Matias', 'Abraham Silberschatz']",1996,VLDB
53e9b98ab7602d970457bd03,On Efficiently Implementing SchemaSQL on an SQL Database System.,"['Laks V. S. Lakshmanan', 'Fereidoon Sadri', 'Subbu N. Subramanian']",1999,VLDB
53e9ad0ab7602d97036e8648,Panel: Is Generic Metadata Management Feasible?,"['Philip A. Bernstein', 'Laura M. Haas', 'Matthias Jarke', 'Erhard Rahm', 'Gio Wiederhold']",2000,VLDB
53e9a058b7602d970293c070,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System.,"['Kun-Lung Wu', 'Philip S. Yu', 'Jen-Yao Chung', 'James Z. Teng']",1995,VLDB
53e9ae75b7602d970389089e,DMS: A Parallel Data Mining Server.,['Felicity A. W. George'],1998,VLDB
53e9af68b7602d97039adb00,"Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.","['Mary Tork Roth', 'Peter M. Schwarz']",1997,VLDB
53e99b04b7602d970239330e,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer.","['Clara Nippl', 'Bernhard Mitschang']",1998,VLDB
53e9b02fb7602d9703a8ce1f,Sybase IQ Multiplex - Designed For Analytics.,"['Roger MacNicol', 'Blaine French']",2004,VLDB
53e9a480b7602d9702d9f1ec,Starting (and Sometimes Ending) a Database Company.,['Jack A. Orenstein'],1998,VLDB
53e9ac2eb7602d97035f3bb3,Database De-Centralization - A Practical Approach.,"['Tor Didriksen', 'César A. Galindo-Legaria', 'Eirik Dahle']",1995,VLDB
53e9aeebb7602d970391916a,Algorithms for Materialized View Design in Data Warehousing Environment.,"['Jian Yang', 'Kamalakar Karlapalem', 'Qing Li']",1997,VLDB
53e99a04b7602d970224e9ff,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept.,['Henry F. Korth'],1995,VLDB
53e9a749b7602d9703081985,Schema-driven Customization of Web Services.,"['Serge Abiteboul', 'Bernd Amann', 'Jérôme Baumgarten', 'Omar Benjelloun', 'Frederic Dang Ngoc', 'Tova Milo']",2003,VLDB
53e9a102b7602d97029ee66d,Structural Function Inlining Technique for Structurally Recursive XML Queries.,"['Chang-Won Park', 'Jun-Ki Min', 'Chin-Wan Chung']",2002,VLDB
53e99bf0b7602d970249a997,SVT: Schema Validation Tool for Microsoft SQL-Server.,"['Ernest Teniente', 'Carles Farré', 'Toni Urpí', 'Carlos Beltrán', 'David Gañán']",2004,VLDB
53e9b3bcb7602d9703ea2e5f,E.piphany Epicenter Technology Overview.,['Sridhar Ramaswamy'],2000,VLDB
53e9ab89b7602d970353686b,A Logical Framework for Scheduling Workflows under Resource Allocation Constraints.,"['Pinar Senkul', 'Michael Kifer', 'Ismail Hakki Toroslu']",2002,VLDB
556b08342401145136745d63,Using Probabilistic Information in Data Integration.,"['Daniela Florescu', 'Daphne Koller', 'Alon Y. Levy']",1997,VLDB
53e9b9dab7602d97045d3160,R-Tree Based Indexing of Now-Relative Bitemporal Data.,"['Rasa Bliujute', 'Christian S. Jensen', 'Simonas Saltenis', 'Giedrius Slivinskas']",1998,VLDB
53e9b746b7602d97042e000e,REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex.,"['Dan Cosley', 'Steve Lawrence', 'David M. Pennock']",2002,VLDB
53e9a767b7602d97030a3080,A Raster Approximation For Processing of Spatial Joins.,"['Geraldo Zimbrao', 'Jano Moreira de Souza']",1998,VLDB
53e9b12ab7602d9703bacfb7,Matching Database Access Patterns to Storage Characteristics.,['Jiri Schindler'],2003,VLDB PhD Workshop
53e9abe0b7602d970359cbc0,Materialized View Selection for Multidimensional Datasets.,"['Amit Shukla', 'Prasad Deshpande', 'Jeffrey F. Naughton']",1998,VLDB
53e9b954b7602d970453d1b0,An Evaluation of Generic Bulk Loading Techniques.,"['Jochen Van den Bercken', 'Bernhard Seeger']",2001,VLDB
53e9b54ab7602d9704081bd7,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration.,"['Anindya Datta', 'Kaushik Dutta', 'Helen M. Thomas', 'Debra E. VanderMeer', 'Krithi Ramamritham', 'Dan Fishman']",2001,VLDB
5550479a45ce0a409eb68433,Answering Queries with Aggregation Using Views.,"['Divesh Srivastava', 'Shaul Dar', 'H. V. Jagadish', 'Alon Y. Levy']",1996,VLDB
53e9990db7602d970214d36a,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote).","['Meridith A. Lane', 'James L. Edwards', 'Ebbe Nielsen']",2000,VLDB
53e9b839b7602d97043f84d4,StreamMiner: A Classifier Ensemble-based Engine to Mine Concept-drifting Data Streams.,['Wei Fan'],2004,VLDB
53e9b52db7602d970406711c,Large Databases for Remote Sensing and GIS.,['A. R. Dasgupta'],1996,VLDB
53e9b14bb7602d9703bce473,A Practical and Modular Implementation of Extended Transaction Models.,"['Roger S. Barga', 'Calton Pu']",1995,VLDB
53e9aa32b7602d97033a1147,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps.,"['Torsten Grust', 'Maurice van Keulen', 'Jens Teubner']",2003,VLDB
53e9b67db7602d97041e5614,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F.,"['Arnaud Sahuguet', 'Fabien Azavant']",1999,VLDB
53e9b388b7602d9703e69cfb,Publish/Subscribe on the Web at Extreme Speed.,"['João Pereira', 'Françoise Fabret', 'François Llirbat', 'Radu Preotiuc-Pietro', 'Kenneth A. Ross', 'Dennis Shasha']",2000,VLDB
53e9bb0fb7602d97047483c7,AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions.,"['Arvind Hulgeri', 'S. Sudarshan 0001']",2003,VLDB
53e9a4ebb7602d9702e09686,KODA - The Architecture And Interface of a Data Model Independent Kernel.,"['Gopalan Arun', 'Ashok Joshi']",1998,VLDB
55323bc545cec66b6f9da8f5,QUIET: Continuous Query-driven Index Tuning.,"['Kai-Uwe Sattler', 'Ingolf Geist', 'Eike Schallehn']",2003,VLDB
53e9a6edb7602d97030248c3,The Changing Landscape of the Software Industry and its Implications for India,['Umang Gupta'],1996,VLDB
53e9bc73b7602d97048f30f6,ProTDB: Probabilistic Data in XML.,"['Andrew Nierman', 'H. V. Jagadish']",2002,VLDB
53e9979bb7602d9701f63191,The Data-Centric Revolution in Networking.,['Scott Shenker'],2003,VLDB
5550479a45ce0a409eb6847c,Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints.,"['Sudipto Guha', 'Dimitrios Gunopulos', 'Nick Koudas', 'Divesh Srivastava', 'Michail Vlachos']",2003,VLDB
5550479a45ce0a409eb68478,Novel Approaches in Query Processing for Moving Object Trajectories.,"['Dieter Pfoser', 'Christian S. Jensen', 'Yannis Theodoridis']",2000,VLDB
55323bc545cec66b6f9da8fc,"Wireless Graffiti - Data, Data Everywhere Matters.","['Tomasz Imielinski', 'B. R. Badrinath']",2002,VLDB
53e9abf1b7602d97035b2874,Avoiding Ordering and Grouping In Query Processing.,"['Xiaoyu Wang', 'Mitch Cherniack']",2003,VLDB
55323bc445cec66b6f9da8c7,WIC: A General-Purpose Algorithm for Monitoring Web Information Sources.,"['Sandeep Pandey', 'Kedar Dhamdhere', 'Christopher Olston']",2004,VLDB
53e9aca7b7602d9703685a48,NESTREAM: Querying Nested Streams.,"['Damianos Chatziantoniou', 'Achilleas Anagnostopoulos']",2004,SIGMOD Record
53e99a6db7602d97022dd2a7,Optimization of Data Stream Processing.,"['Janusz R. Getta', 'Ehsan Vossough']",2004,SIGMOD Record
53e9ab69b7602d970350a16d,Digital Library Services in Mobile Computing.,"['Bharat K. Bhargava', 'Melliyal Annamalai', 'Evaggelia Pitoura']",1995,SIGMOD Record
53e9b326b7602d9703df68a9,Information rules.,['Dale A. Stirling'],2003,SIGMOD Record
53e997b9b7602d9701f9d978,Semistructured und Structured Data in the Web: Going Back and Forth.,"['Paolo Atzeni', 'Giansalvatore Mecca', 'Paolo Merialdo']",1997,SIGMOD Record
53e9a36db7602d9702c77750,Semantic Integration of Semistructured and Structured Data Sources.,"['Sonia Bergamaschi', 'Silvana Castano', 'Maurizio Vincini']",1999,SIGMOD Record
53e99800b7602d970200b608,Editor's Notes.,['Ling Liu'],2002,SIGMOD Record
53e9a627b7602d9702f52a01,Editor's Notes.,['Michael J. Franklin'],1998,SIGMOD Record
53e99800b7602d970200b5fd,Foundations of Statistical Natural Language Processing - Book Review.,['Gerhard Weikum'],2002,SIGMOD Record
53e9b8dab7602d97044b953a,"SQL: 1999, formerly known as SQL 3.","['Andrew Eisenberg', 'Jim Melton']",1999,SIGMOD Record
53e9979bb7602d9701f67b35,The p Operator: Discovering and Ranking Associations on the Semantic Web.,"['Kemafor Anyanwu', 'Amit P. Sheth']",2002,SIGMOD Record
53e99a3cb7602d9702299fe9,FinTime - A Financial Time Series Benchmark.,"['Kaippallimalil J. Jacob', 'Dennis Shasha']",1999,SIGMOD Record
53e9a9b0b7602d970330bbec,Workshop Report on Experiences Using Object Data Management in the Real-World.,['Akmal B. Chaudhri'],1998,SIGMOD Record
53e9a114b7602d9702a04142,The Asilomar Report on Database Research.,"['Philip A. Bernstein', 'Michael L. Brodie', 'Stefano Ceri', 'David J. DeWitt', 'Michael J. Franklin', 'Hector Garcia-Molina', 'Jim Gray', 'Gerald Held', 'Joseph M. Hellerstein', 'H. V. Jagadish', 'Michael Lesk', 'David Maier', 'Jeffrey F. Naughton', 'Hamid Pirahesh', 'Michael Stonebraker', 'Jeffrey D. Ullman']",1998,SIGMOD Record
53e99800b7602d970200b60b,Towards On-Line Analytical Mining in Large Databases.,['Jiawei Han'],1998,SIGMOD Record
53e9ab20b7602d97034aab50,Editor's Notes.,['Ling Liu'],2003,SIGMOD Record
53e9b7eeb7602d970439cedb,Reconsidering Multi-Dimensional schemas.,['Tim Martyn'],2004,SIGMOD Record
53e99afeb7602d970238d25a,Chair's Message.,['Richard T. Snodgrass'],1998,SIGMOD Record
53e9b929b7602d9704514279,Report on the 24th European Colloquium on Information Retrieval Research.,"['Fabio Crestani', 'Mark Girolami']",2002,SIGMOD Record
53e9a7c1b7602d9703101656,Parameterized Complexity for the Database Theorist.,['Martin Grohe'],2002,SIGMOD Record
53e9b12ab7602d9703baaea0,Editor's Notes.,['Michael J. Franklin'],1998,SIGMOD Record
53e9b2b8b7602d9703d5fe3c,EDBT04 Workshop on Database Technologies for Handling XML Information on the Web.,"['Marco Mesiti', 'Barbara Catania', 'Giovanna Guerrini', 'Akmal B. Chaudhri']",2004,SIGMOD Record
53e9a5e9b7602d9702f14fd4,Predator: A Resource for Database Research.,['Praveen Seshadri'],1998,SIGMOD Record
53e9b74fb7602d97042ec421,Reasoning on regular path queries.,"['Diego Calvanese', 'Giuseppe De Giacomo', 'Maurizio Lenzerini', 'Moshe Y. Vardi']",2003,SIGMOD Record
53e9bb15b7602d9704752721,Editor's Notes.,['Ling Liu'],2003,SIGMOD Record
53e99e7fb7602d9702741c63,Database Research at the University of Oklahoma.,"['Le Gruenwald', 'Leonard Brown', 'Ravi A. Dirckze', 'Sylvain Guinepain', 'Carlos Sánchez', 'Brian Summers', 'Sirirut Vanichayobon']",1999,SIGMOD Record
53e9a2b3b7602d9702bbe857,Calls for Papers and Announcements.,,1995,SIGMOD Record
53e99d28b7602d97025de5c1,Editor's Notes.,['Michael J. Franklin'],1998,SIGMOD Record
53e9b532b7602d970406b395,A Conceptual Architecture for Semantic Web Enabled Web Services.,"['Christoph Bussler', 'Dieter Fensel', 'Alexander Maedche']",2002,SIGMOD Record
53e99d96b7602d9702655648,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop.,"['Stefan Conrad', 'Barry Eaglestone', 'Wilhelm Hasselbring', 'Mark Roantree', 'Fèlix Saltor', 'Martin Schönhoff', 'Markus Strässler', 'Mark W. W. Vermeer']",1997,SIGMOD Record
53e9b33db7602d9703e0f3ee,First-Class Views: A Key to User-Centered Computing.,"['Arnon Rosenthal', 'Edward Sciore']",1999,SIGMOD Record
53e9a61fb7602d9702f4b489,Bluetooth-based sensor networks.,"['Philippe Bonnet', 'Allan Beaufour', 'Mads Bondo Dydensborg', 'Martin Leopold']",2003,SIGMOD Record
53e99a0eb7602d970225f6a1,The Database Group at National Technical University of Athens (NTUA).,"['Timos K. Sellis', 'Yannis Vassiliou']",1995,SIGMOD Record
53e99800b7602d970200b616,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb.","['Jim Gray', 'Goetz Graefe']",1997,SIGMOD Record
53e9b03cb7602d9703a9943a,Changes to the ACM TODS Editorial Board.,['Richard T. Snodgrass'],2004,SIGMOD Record
53e9996fb7602d97021b3a6b,Supporting Global User Profiles Through Trusted Authorities.,['Ibrahim Cingil'],2002,SIGMOD Record
53e9b388b7602d9703e6a0ee,Information integration on the Web: a view from AI and databases (report on IIWeb-03).,"['Subbarao Kambhampati', 'Craig A. Knoblock']",2003,SIGMOD Record
53e99a2fb7602d970228cc77,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003).,['Paolo Giorgini'],2003,SIGMOD Record
53e9b8bab7602d970449baf5,Repositories and Object Oriented Databases.,['Philip A. Bernstein'],1998,SIGMOD Record
53e9aea4b7602d97038c9a6a,Journal relevance.,['Richard T. Snodgrass'],2003,SIGMOD Record
53e997b5b7602d9701f96d88,Reminiscences on Influential Papers.,"['Kenneth A. Ross', 'Frank Neven', 'Beng Chin Ooi']",2003,SIGMOD Record
53e99b0ab7602d970239c211,Continuous Queries over Data Streams.,"['Shivnath Babu', 'Jennifer Widom']",2001,SIGMOD Record
53e9ac7bb7602d97036524b7,The Cougar Project: a work-in-progress report.,"['Alan J. Demers', 'Johannes Gehrke', 'Rajmohan Rajaraman', 'Agathoniki Trigoni', 'Yong Yao']",2003,SIGMOD Record
53e9bb08b7602d97047405ad,Chair's Message.,['Richard T. Snodgrass'],1999,SIGMOD Record
53e99809b7602d970201f8e3,Data Analysis and Mining in the Life Sciences.,['Nam Huyn'],2001,SIGMOD Record
53e9b46fb7602d9703f703d9,Treasurer's Message.,['Joachim Hammer'],2001,SIGMOD Record
53e997bdb7602d9701fa4f56,Improving Access to Environmental Data Using Context Information.,"['Anthony Tomasic', 'Eric Simon']",1997,SIGMOD Record
53e9a839b7602d970318585a,Hector Garcia-Molina Speaks Out.,['Marianne Winslett'],2002,SIGMOD Record
53e9b0fbb7602d9703b74b4d,Multi-Table Joins Through Bitmapped Join Indices.,"[""Patrick E. O'Neil"", 'Goetz Graefe']",1995,SIGMOD Record
53e9a76db7602d97030a4522,A Query Language for a Web-Site Management System.,"['Mary F. Fernandez', 'Daniela Florescu', 'Alon Y. Levy', 'Dan Suciu']",1997,SIGMOD Record
53e9978ab7602d9701f45a66,An Annotated Bibliography on Real-Time Database Systems.,['Özgür Ulusoy'],1995,SIGMOD Record
53e99cd1b7602d9702583fd1,Letter to SIGMOD Record Editor.,['Nazih Elderini'],2002,SIGMOD Record
53e9af68b7602d97039ab743,Real-Time Database - Similarity Semantics and Resource Scheduling.,"['Tei-Wei Kuo', 'Aloysius K. Mok']",1996,SIGMOD Record
53e99f35b7602d9702805451,"Semantic Web Workshop: Models, Architectures and Management.","['Panos Constantopoulos', 'Vassilis Christophides', 'Dimitris Plexousakis']",2001,SIGMOD Record
53e9a408b7602d9702d202ed,"Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives.","['Bertram Ludäscher', 'Richard Marciano', 'Reagan Moore']",2001,SIGMOD Record
53e9ae0bb7602d9703813f15,An Annotated Bibliography on Active Databases.,"['Ulrike Jaeger', 'Johann Christoph Freytag']",1995,SIGMOD Record
53e9a1d0b7602d9702acbf58,Querying Multiple Bioinformatics Data Sources: Can Semantic Web Research Help?,"['David Buttler', 'Matthew Coleman', 'Terence Critchlow', 'Renato Fileto', 'Wei Han', 'Ling Liu', 'Calton Pu', 'Daniel Rocco', 'Li Xiong']",2002,SIGMOD Record
53e9b6bfb7602d97042462bd,Describing Semistructured Data.,['Luca Cardelli'],2001,SIGMOD Record
53e99813b7602d970202b96d,Report on the 13th Brazilian Symposium on Database Systems (SBBD'98).,"['Mario A. Nascimento', 'Claudia Bauzer Medeiros']",1999,SIGMOD Record
53e99e78b7602d970273a433,Design and Management of Data Warehouses: Report on the DMDW'99 Workshop.,"['Stella Gatziu', 'Manfred A. Jeusfeld', 'Martin Staudt', 'Yannis Vassiliou']",1999,SIGMOD Record
53e9b88bb7602d970445ea97,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB).,"['Maurizio Lenzerini', 'Daniele Nardi', 'Werner Nutt', 'Dan Suciu']",2001,SIGMOD Record
53e9a4b9b7602d9702ddca06,New Standard for Stored Procedures in SQL.,['Andrew Eisenberg'],1996,SIGMOD Record
53e9a995b7602d97032f0f99,Understanding the semantics of sensor data.,['Murali Mani'],2003,SIGMOD Record
53e99f8cb7602d970285f4a7,P-Grid: a self-organizing structured P2P system.,"['Karl Aberer', 'Philippe Cudré-Mauroux', 'Anwitaman Datta', 'Zoran Despotovic', 'Manfred Hauswirth', 'Magdalena Punceva', 'Roman Schmidt']",2003,SIGMOD Record
53e9a839b7602d97031824c6,Closing the key loophole in MLS databases.,"['Nenad Jukic', 'Svetlozar Nestorov', 'Susan V. Vrbsky']",2003,SIGMOD Record
53e9a7eab7602d97031283f1,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago.,"['Isabel F. Cruz', 'Ashfaq A. Khokhar', 'Bing Liu 0001', 'A. Prasad Sistla', 'Ouri Wolfson', 'Clement T. Yu']",2002,SIGMOD Record
53e9a082b7602d970296d2f4,Extracting Entity Profiles from Semistructured Information Spaces.,"['Robert A. Nado', 'Scott B. Huffman']",1997,SIGMOD Record
53e9bc61b7602d97048dd8a7,Where Will Object Techonology Drive Data Administration?,['Arnon Rosenthal'],1998,SIGMOD Record
53e9b828b7602d97043e10a7,"Towards Adaptive Workflow Systems, CSCW-98 Workshop Report.","['Abraham Bernstein', 'Chrysanthos Dellarocas', 'Mark Klein']",1999,SIGMOD Record
