id,title,authors,year,venue
5390980720f70186a0e01f40,Semantic integration: a survey of ontology-based approaches,['Natalya F. Noy'],2004,ACM SIGMOD Record
5390980720f70186a0e03e95,BINOCULAR: a system monitoring framework,"['Fatih Emekci', 'Sezai E. Tuna', 'Divyakant Agrawal', 'Amr El Abbadi']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390879d20f70186a0d435b0,Adaptive sampling for sensor networks,"['Ankur Jain', 'Edward Y. Chang']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390879d20f70186a0d435af,Optimization of in-network data reduction,"['Joseph M. Hellerstein', 'Wei Wang']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e9e,Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004,"['Alexandros Labrinidis', 'Samuel Madden']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e94,Predictive filtering: a learning-based approach to data stream filtering,"['Vibhore Kumar', 'Brian F. Cooper', 'Shamkant B. Navathe']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390879d20f70186a0d435b1,KPT: a dynamic KNN query processing algorithm for location-aware sensor networks,"['Julian Winter', 'Wang-Chien Lee']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e8a,Approximately uniform random sampling in sensor networks,"['Boulat A. Bash', 'John W. Byers', 'Jeffrey Considine']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e85,Active rules for sensor databases,"['M. Zoumboulakis', 'G. Roussos', 'A. Poulovassilis']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390879d20f70186a0d435b2,A framework for spatio-temporal query processing over wireless sensor networks,"['Alexandru Coman', 'Mario A. Nascimento', 'Jörg Sander']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e7e,"Mission-critical management of mobile sensors: or, how to guide a flock of sensors","['Goce Trajcevski', 'Peter Scheuermann', 'Herve Brönnimann']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03ebe,Region streams: functional macroprogramming for sensor networks,"['Ryan Newton', 'Matt Welsh']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03eab,StreamGlobe: adaptive query processing and optimization in streaming P2P environments,"['Bernhard Stegmaier', 'Richard Kuntschke', 'Alfons Kemper']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03f68,A framework for extending the synergy between MAC layer and query optimization in sensor networks,"['Vladimir I. Zadorozhny', 'Panos K. Chrysanthis', 'Prashant Krishnamurthy']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03ea8,WaveScheduling: energy-efficient data dissemination for sensor networks,"['Niki Trigoni', 'Yong Yao', 'Alan Demers', 'Johannes Gehrke', 'Rajmohan Rajaraman']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03f79,Confidence-based data management for personal area sensor networks,"['Nesime Tatbul', 'Mark Buller', 'Reed Hoyt', 'Steve Mullen', 'Stan Zdonik']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390980720f70186a0e03e9c,"MEADOWS: modeling, emulation, and analysis of data of wireless sensor networks","['Qiong Luo', 'Lionel M. Ni', 'Bingsheng He', 'Hejun Wu', 'Wenwei Xue']",2004,DMSN '04 Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004
5390879d20f70186a0d436c3,"The past, present and future of web information retrieval",['Monika Henzinger'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e04931,"Conditional XPath, the first order complete XPath dialect",['Maarten Marx'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e0499c,Using non-linear dynamical systems for web searching and ranking,['Panayiotis Tsaparas'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a1,Positive active XML,"['Serge Abiteboul', 'Omar Benjelloun', 'Tova Milo']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e04937,Frontiers of tractability for typechecking simple XML transformations,"['Wim Martens', 'Frank Neven']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e0492d,"Trees, automata and XML",['Thomas Schwentick'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e04926,"Roads, codes, and spatiotemporal queries","['Sandeep Gupta', 'Swastik Kopparty', 'Chinya Ravishankar']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a6,k-means projective clustering,"['Pankaj K. Agarwal', 'Nabil H. Mustafa']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049aa,Comparing and aggregating rankings with ties,"['Ronald Fagin', 'Ravi Kumar', 'Mohammad Mahdian', 'D. Sivakumar', 'Erik Vee']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a0,Deterministic wavelet thresholding for maximum-error metrics,"['Minos Garofalakis', 'Amit Kumar']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390879d20f70186a0d436c8,Specification and verification of data-driven web services,"['Alin Deutsch', 'Liying Sui', 'Victor Vianu']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390879d20f70186a0d436c9,Weighted hypertree decompositions and optimal query plans,"['Francesco Scarcello', 'Gianluigi Greco', 'Nicola Leone']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049af,Foundations of semantic web databases,"['Claudio Gutierrez', 'Carlos Hurtado', 'Alberto O. Mendelzon']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a4,The Lixto data extraction project: back and forth between theory and practice,"['Georg Gottlob', 'Christoph Koch', 'Robert Baumgartner', 'Marcus Herzog', 'Sergio Flesca']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e0499b,On the memory requirements of XPath evaluation over XML streams,"['Ziv Bar-Yossef', 'Marcus Fontoura', 'Vanja Josifovski']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049ac,Synopses for query optimization: a space-complexity perspective,"['Raghav Kaushik', 'Raghu Ramakrishnan', 'Venkatesan T. Chakaravarthy']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5590bf1e0cf2baaad971634e,Conjunctive queries over trees,"['Georg Gottlob', 'Christoph Koch', 'Klaus U. Schulz']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e0491c,Composing schema mappings: second-order dependencies to the rescue,"['Ronald Fagin', 'Phokion G. Kolaitis', 'Wang-Chiew Tan', 'Lucian Popa']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a3,Replicated declustering of spatial data,"['Hakan Ferhatosmanoǧlu', 'Ali Şaman Tosun', 'Aravind Ramachandran']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a7,Computational complexity of itemset frequency satisfiability,['Toon Calders'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a9,Clustering via matrix powering,"['Hanson Zhou', 'David Woodruff']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049a8,A characterization of first-order topological properties of planar spatial data,"['Michael Benedikt', 'Jan Van den Bussche', 'Christof Löding', 'Thomas Wilke']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e04970,On the complexity of optimal K-anonymity,"['Adam Meyerson', 'Ryan Williams']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5590d8bf0cf2baaad971732d,On the decidability of containment of recursive datalog queries - preliminary report,['Piero A. Bonatti'],2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049cc,Locally consistent transformations and query answering in data exchange,"['Marcelo Arenas', 'Pablo Barceló', 'Ronald Fagin', 'Leonid Libkin']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049be,Power-conserving computation of order-statistics over sensor networks,"['Michael B. Greenwald', 'Sanjeev Khanna']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049d1,Processing first-order queries under limited access patterns,"['Alan Nash', 'Bertram Ludäscher']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049c0,On preservation under homomorphisms and unions of conjunctive queries,"['Albert Atserias', 'Anuj Dawar', 'Phokion G. Kolaitis']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390877920f70186a0d2e7e4,Adaptive sampling for geometric problems over data streams,"['John Hershberger', 'Subhash Suri']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
558d54970cf2c1979a213fce,Multi-valued dependencies in the presence of lists,"['Sven Hartmann', 'Sebastian Link']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049bb,Flexible time management in data stream systems,"['Utkarsh Srivastava', 'Jennifer Widom']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e04a2f,Approximate counts and quantiles over sliding windows,"['Arvind Arasu', 'Gurmeet Singh Manku']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
5390981d20f70186a0e049c7,Logical foundations of peer-to-peer data integration,"['Diego Calvanese', 'Giuseppe De Giacomo', 'Maurizio Lenzerini', 'Riccardo Rosati']",2004,PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
53909f6920f70186a0e3a869,Foundation matters,['C. J. Date'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a963,Data routing rather than databases: the meaning of the next wave of the web revolution to data management,['Adam Bosworth'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a951,Adaptable similarity search using non-relevant information,"['T. V. Ashwin', 'Rahul Gupta', 'Sugata Ghosal']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a946,Sideway value algebra for object-relational databases,"['G. Özsoyoǧlu', 'A. Al-Hamdani', 'I. S. Altingövde', 'S. A. Özel', 'Ö. Ulusoy', 'Z. M. Özsoyoǧlu']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a968,"Wireless graffiti: data, data everywhere","['Tomasz Imielinski', 'Badri Nath']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a94a,Database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment,"['Jack G. Conrad', 'Xi S. Guo', 'Peter Jackson', 'Monem Meziou']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a948,Generic database cost models for hierarchical memory systems,"['Stefan Manegold', 'Peter Boncz', 'Martin L. Kersten']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a93e,Plan selection based on query clustering,"['Antara Ghosh', 'Jignashu Parikh', 'Vibhuti S. Sengar', 'Jayant R. Haritsa']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a944,Proceedings of the 28th international conference on Very Large Data Bases,,2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a961,Optimizing view queries in ROLEX to support navigable result trees,"['P. Bohannon', 'S. Ganguly', 'H. F. Korth', 'P. P. S. Narayan', 'P. Shenoy']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a93f,Structural function inlining technique for structurally recursive XML queries,"['Chang-Won Park', 'Jun-Ki Min', 'Chin-Wan Chung']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489f9,Watermarking relational databases,"['Rakesh Agrawal', 'Jerry Kiernan']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a970,Updates for structure indexes,"['Raghav Kaushik', 'Philip Bohannon', 'Jeffrey F. Naughton', 'Pradeep Shenoy']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a940,Streaming queries over streaming data,"['Sirish Chandrasekaran', 'Michael J. Franklin']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a974,Comparing data streams using Hamming norms (how to zero in),"['Graham Cormode', 'Mayur Datar', 'Piotr Indyk', 'S. Muthukrishnan']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a97f,Optimizing result prefetching in web search engines with segmented indices,"['Ronny Lempel', 'Shlomo Moran']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a982,Adaptive index structures,"['Yufei Tao', 'Dimitris Papadias']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a986,I/O-conscious data preparation for large-scale web search engines,"['Maxim Lifantsev', 'Tzi-cker Chiueh']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a983,Progressive merge join: a generic and non-blocking sort-based join algorithm,"['Jens-Peter Dittrich', 'Bernhard Seeger', 'David Scot Taylor', 'Peter Widmayer']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
5390877920f70186a0d2efcd,Hippocratic databases,"['Rakesh Agrawal', 'Jerry Kiernan', 'Ramakrishnan Srikant', 'Yirong Xu']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a96f,Continuous nearest neighbor search,"['Yufei Tao', 'Dimitris Papadias', 'Qiongmao Shen']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a97b,A case for fractured mirrors,"['Ravishankar Ramamurthy', 'David J. DeWitt', 'Qi Su']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a987,Distributed search over the hidden web: hierarchical database sampling and selection,"['Panagiotis G. Ipeirotis', 'Luis Gravano']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a984,XPathLearner: an on-line self-tuning Markov histogram for XML path selectivity estimation,"['Lipyeow Lim', 'Min Wang', 'Sriram Padmanabhan', 'Jeffrey Scott Vitter', 'Ronald Parr']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a988,Structure and value synopses for XML data graphs,"['Neoklis Polyzotis', 'Minos Garofalakis']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a98a,Compressed accessibility map: efficient access control for XML,"['Ting Yu', 'Divesh Srivastava', 'Laks V. S. Lakshmanan', 'H. V. Jagadish']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a98b,Optimizing the secure evaluation of twig queries,"['SungRan Cho', 'Sihem Amer-Yahia', 'Laks V. S. Lakshmanan', 'Divesh Srivastava']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
558d044c0cf2b0acc6503dbd,Efficient structural joins on indexed XML documents,"['Shu-Yao Chien', 'Zografoula Vagena', 'Donghui Zhang', 'Vassilis J. Tsotras', 'Carlo Zaniolo']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a933,Provisions and obligations in policy management and security applications,"['Claudio Bettini', 'Sushil Jajodia', 'X. Sean Wang', 'Duminda Wijesekera']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a98d,Effective change detection using sampling,"['Junghoo Cho', 'Alexandros Ntoulas']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a98e,Improving data access of J2EE applications by exploiting asynchronous messaging and caching services,"['Samuel Kounev', 'Alejandro Buchmann']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a92d,Foundations of preferences in database systems,['Werner Kießling'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489fa,Searching on the secondary structure of protein sequences,"['Laurie Hammel', 'Jignesh M. Patel']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a998,Exact indexing of dynamic time warping,['Eamonn Keogh'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489fd,View invalidation for dynamic content caching in multitiered architectures,"['K. Selçuk Candan', 'Divyakant Agrawal', 'Wen-Syan Li', 'Oliver Po', 'Wang-Pin Hsiung']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a992,Efficient exploration of large scientific databases,"['Etzard Stolte', 'Gustavo Alonso']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a997,Fast and accurate text classification via multiple linear discriminant projections,"['Soumen Chakrabarti', 'Shourya Roy', 'Mahesh V. Soundalgekar']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a99a,ProTDB: probabilistic data in XML,"['Andrew Nierman', 'H. V. Jagadish']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a999,Lightweight flexible isolation for language-based extensible systems,"['Laurent Daynès', 'Grzegorz Czajkowski']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a99f,An almost-serial protocol for transaction execution in main-memory database systems,"['Stephen Blott', 'Henry F. Korth']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a99e,Using latency-recency profiles for data delivery on the web,"['Laura Bright', 'Louiqa Raschid']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a991,The generalized MDL approach for summarization,"['Laks V. S. Lakshmanan', 'Raymond T. Ng', 'Christine Xing Wang', 'Xiaodong Zhou', 'Theodore J. Johnson']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9a3,Exploiting versions for on-line data warehouse maintenance in MOLAP servers,"['Heum-Geun Kang', 'Chin-Wan Chung']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9a1,Translating web data,"['Lucian Popa', 'Yannis Velegrakis', 'Mauricio A. Hernández', 'Renée J. Miller', 'Ronald Fagin']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a995,Eliminating fuzzy duplicates in data warehouses,"['Rohit Ananthakrishna', 'Surajit Chaudhuri', 'Venkatesh Ganti']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489fe,Processing star queries on hierarchically-clustered fact tables,"['Nikos Karayannidis', 'Aris Tsois', 'Timos Sellis', 'Roland Pieringer', 'Volker Markl', 'Frank Ramsak', 'Robert Fenk', 'Klaus Elhardt', 'Rudolf Bayer']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9a2,Monitoring streams: a new class of data management applications,"['Don Carney', 'Uǧur Çetintemel', 'Mitch Cherniack', 'Christian Convey', 'Sangdon Lee', 'Greg Seidman', 'Michael Stonebraker', 'Nesime Tatbul', 'Stan Zdonik']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a975,Discover: keyword search in relational databases,"['Vagelis Hristidis', 'Yannis Papakonstantinou']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489fc,A one-pass aggregation algorithm with the optimal buffer size in multidimensional OLAP,"['Young-Koo Lee', 'Kyu-Young Whang', 'Yang-Sae Moon', 'Il-Yeol Song']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9a5,StatStream: statistical monitoring of thousands of data streams in real time,"['Yunyue Zhu', 'Dennis Shasha']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a981,Incremental maintenance for non-distributive aggregate functions,"['Themistoklis Palpanas', 'Richard Sidle', 'Roberta Cochrane', 'Hamid Pirahesh']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9a6,SMART: making DB2 (more) autonomic,"['Guy M. Lohman', 'Sam S. Lightstone']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9ac,Information integration and XML in IBM's DB2,['Pat Selinger'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b0,Toward recovery-oriented computing,['Armando Fox'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9ab,Maintaining data privacy in association rule mining,"['Shariq J. Rizvi', 'Jayant R. Haritsa']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
558f3d2c0cf2af9ee80ec3b1,"GnatDb: a small-footprint, secure database system",['Radek Vingralek'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9ae,Experience report: exploiting advanced database optimization features for Large-Scale SAP R/3 installations,"['Bernhard Zeller', 'Alfons Kemper']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9af,OBK: an online high energy physics' meta-data repository,"['I. Alexandrov', 'A. Amorim', 'E. Badescu', 'M. Barczyk', 'D. Burckhart-Chromek', 'M. Caprini', 'M. Dobson', 'J. Flammer', 'R. Hart', 'R. Jones', 'A. Kazarov', 'S. Kolos', 'V. Kotov', 'D. Liko', 'L. Lucio']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b2,Business process cockpit,"['Mehmet Sayal', 'Fabio Casati', 'Umeshwar Dayal', 'Ming-Chien Shan']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9ad,"The gRNA: a highly programmable infrastructure for prototyping, developing and deploying genomics-centric applications","['Amey V. Laud', 'Sourav Bhowmick', 'Pedro Cruz', 'Dadabhai T. Singh', 'George Rajesh']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b3,SQL memory management in Oracle9i,"['Benoît Dageville', 'Mohamed Zait']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b6,An efficient method for performing record deletions and updates using index scans,['C. Mohan'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b4,Joining ranked inputs in practice,"['Ihab F. Ilyas', 'Walid G. Aref', 'Ahmed K. Elmagarmid']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b5,The denodo data integration platform,"['Alberto Pan', 'Juan Raposo', 'Manuel Álvarez', 'Paula Montoto', 'Vicente Orjales', 'Justo Hidalgo', 'Lucía Ardao', 'Anastasio Molano', 'Ángel Viña']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b8,Information management challenges from the aerospace industry,['Suryanarayana M. Sripada'],2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
539087a520f70186a0d489ff,Experiments on query expansion for internet yellow page services using web log mining,"['Yusuke Ohura', 'Katsumi Takahashi', 'Iko Pramudiono', 'Masaru Kitsuregawa']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9bc,Approximate frequency counts over data streams,"['Gurmeet Singh Manku', 'Rajeev Motwani']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a980,EOS: exactly-once E-service middleware,"['German Shegalov', 'Gerhard Weikum', 'Roger Barga', 'David Lomet']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9bf,Issues and evaluations of caching solutions for web application acceleration,"['Wen-Syan Li', 'Wang-Pin Hsiung', 'Dmitri V. Kalashnikov', 'Radu Sion', 'Oliver Po', 'Divyakant Agrawal', 'K. Selçuk Candan']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9bd,ServiceGlobe: distributing E-services across the internet,"['Markus Keidl', 'Stefan Seltzsam', 'Konrad Stocker', 'Alfons Kemper']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9c0,"Preference SQL: design, implementation, experiences","['Werner Kießling', 'Gerhard Köstler']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9b9,An automated system for web portal personalization,"['Charu C. Aggarwal', 'Philip S. Yu']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a91f,RTMonitor: real-time data monitoring using mobile agent technologies,"['Kam-Yiu Lam', 'Alan Kwan', 'Krithi Ramamritham']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
53909f6920f70186a0e3a9c4,Advanced database technologies in a diabetic healthcare system,"['Wynne Hsu', 'Mong Li Lee', 'Beng Chin Ooi', 'Pranab Kumar Mohanty', 'Keng Lik Teo', 'Chenyi Xia']",2002,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases
